Review Text,Review Stars,Restaurant Place,Creationdate
"Average experience, nothing to write home about.",4,Birmingham Edgbaston,2022-10-03 02:53:37.218490
"Service was slow, but the food was decent.",3,London Soho,2022-10-03 02:53:37.218490
"Average experience, nothing to write home about.",2,London Camden,2022-10-04 02:53:37.218490
Good meal but a bit overpriced.,3,Birmingham Edgbaston,2022-10-04 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,London Chelsea,2022-10-04 02:53:37.218490
"Average experience, nothing to write home about.",2,London Camden,2022-10-04 02:53:37.218490
"Decent food, but the service was lacking.",3,Birmingham Solihull,2022-10-04 02:53:37.218490
"Decent food, but the service was lacking.",3,London Soho,2022-10-04 02:53:37.218490
Good meal but a bit overpriced.,3,Birmingham Edgbaston,2022-10-04 02:53:37.218490
"Food was okay, but the place was quite dirty.",4,London Soho,2022-10-05 02:53:37.218490
"Decent food, but the service was lacking.",3,Manchester Didsbury,2022-10-05 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,Manchester Salford,2022-10-05 02:53:37.218490
Good meal but a bit overpriced.,3,Birmingham City Centre,2022-10-05 02:53:37.218490
"Decent food, but the service was lacking.",3,Sheffield City Centre,2022-10-05 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,London Canary Wharf,2022-10-05 02:53:37.218490
"Service was slow, but the food was decent.",2,London Soho,2022-10-06 02:53:37.218490
"Decent food, but the service was lacking.",3,Birmingham City Centre,2022-10-06 02:53:37.218490
"Decent food, but the service was lacking.",4,Edinburgh Old Town,2022-10-07 02:53:37.218490
"Average experience, nothing to write home about.",4,Edinburgh Old Town,2022-10-07 02:53:37.218490
"Decent food, but the service was lacking.",2,Edinburgh Old Town,2022-10-07 02:53:37.218490
"Average experience, nothing to write home about.",3,Bristol City Centre,2022-10-07 02:53:37.218490
"Service was slow, but the food was decent.",2,Cardiff City Centre,2022-10-07 02:53:37.218490
"Service was slow, but the food was decent.",2,Leeds City Centre,2022-10-07 02:53:37.218490
"Service was slow, but the food was decent.",3,Birmingham City Centre,2022-10-07 02:53:37.218490
"Service was slow, but the food was decent.",3,London Hackney,2022-10-08 02:53:37.218490
"Average experience, nothing to write home about.",2,Edinburgh New Town,2022-10-08 02:53:37.218490
"Food was okay, but the place was quite dirty.",4,Sheffield City Centre,2022-10-08 02:53:37.218490
Good meal but a bit overpriced.,4,London Camden,2022-10-09 02:53:37.218490
"Service was slow, but the food was decent.",3,London Camden,2022-10-09 02:53:37.218490
Good meal but a bit overpriced.,3,Manchester Central,2022-10-09 02:53:37.218490
"Average experience, nothing to write home about.",3,London Chelsea,2022-10-09 02:53:37.218490
"Average experience, nothing to write home about.",2,London Chelsea,2022-10-10 02:53:37.218490
Good meal but a bit overpriced.,4,Leeds Headingley,2022-10-10 02:53:37.218490
Good meal but a bit overpriced.,3,Birmingham Edgbaston,2022-10-10 02:53:37.218490
"Average experience, nothing to write home about.",3,London Camden,2022-10-10 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Liverpool City Centre,2022-10-11 02:53:37.218490
"Decent food, but the service was lacking.",3,London Soho,2022-10-11 02:53:37.218490
"Decent food, but the service was lacking.",3,Sheffield Ecclesall Road,2022-10-11 02:53:37.218490
"Service was slow, but the food was decent.",4,London Hackney,2022-10-11 02:53:37.218490
Good meal but a bit overpriced.,4,Bristol City Centre,2022-10-12 02:53:37.218490
"Service was slow, but the food was decent.",4,Liverpool Anfield,2022-10-12 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Sheffield Ecclesall Road,2022-10-12 02:53:37.218490
"Average experience, nothing to write home about.",3,Edinburgh Old Town,2022-10-13 02:53:37.218490
"Decent food, but the service was lacking.",2,London Chelsea,2022-10-13 02:53:37.218490
"Decent food, but the service was lacking.",3,London Soho,2022-10-13 02:53:37.218490
"Service was slow, but the food was decent.",2,Birmingham City Centre,2022-10-13 02:53:37.218490
"Service was slow, but the food was decent.",3,Bristol Clifton,2022-10-13 02:53:37.218490
"Service was slow, but the food was decent.",2,Edinburgh Old Town,2022-10-13 02:53:37.218490
"Average experience, nothing to write home about.",3,Sheffield Ecclesall Road,2022-10-14 02:53:37.218490
"Service was slow, but the food was decent.",3,Manchester Salford,2022-10-14 02:53:37.218490
Good meal but a bit overpriced.,2,Birmingham City Centre,2022-10-14 02:53:37.218490
"Average experience, nothing to write home about.",3,Birmingham City Centre,2022-10-14 02:53:37.218490
"Decent food, but the service was lacking.",4,Birmingham City Centre,2022-10-14 02:53:37.218490
"Decent food, but the service was lacking.",4,London Camden,2022-10-15 02:53:37.218490
Good meal but a bit overpriced.,3,Edinburgh New Town,2022-10-15 02:53:37.218490
"Average experience, nothing to write home about.",3,Manchester Salford,2022-10-15 02:53:37.218490
"Decent food, but the service was lacking.",2,London Hackney,2022-10-15 02:53:37.218490
"Decent food, but the service was lacking.",2,Leeds City Centre,2022-10-15 02:53:37.218490
"Service was slow, but the food was decent.",4,London Canary Wharf,2022-10-16 02:53:37.218490
"Service was slow, but the food was decent.",3,Bristol City Centre,2022-10-16 02:53:37.218490
"Service was slow, but the food was decent.",3,London Soho,2022-10-16 02:53:37.218490
"Service was slow, but the food was decent.",4,London Camden,2022-10-16 02:53:37.218490
Good meal but a bit overpriced.,2,London Hackney,2022-10-16 02:53:37.218490
"Average experience, nothing to write home about.",3,Liverpool Anfield,2022-10-17 02:53:37.218490
"Average experience, nothing to write home about.",3,Sheffield City Centre,2022-10-17 02:53:37.218490
"Service was slow, but the food was decent.",3,London Soho,2022-10-17 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Manchester Salford,2022-10-17 02:53:37.218490
"Service was slow, but the food was decent.",4,Sheffield Ecclesall Road,2022-10-17 02:53:37.218490
"Decent food, but the service was lacking.",3,Cardiff Bay,2022-10-17 02:53:37.218490
Good meal but a bit overpriced.,4,London Chelsea,2022-10-17 02:53:37.218490
Good meal but a bit overpriced.,3,Manchester Central,2022-10-18 02:53:37.218490
"Decent food, but the service was lacking.",3,London Canary Wharf,2022-10-18 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Birmingham Edgbaston,2022-10-18 02:53:37.218490
Good meal but a bit overpriced.,2,Birmingham City Centre,2022-10-18 02:53:37.218490
"Decent food, but the service was lacking.",2,Manchester Didsbury,2022-10-18 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,Cardiff Bay,2022-10-19 02:53:37.218490
Good meal but a bit overpriced.,3,Leeds Headingley,2022-10-19 02:53:37.218490
"Average experience, nothing to write home about.",2,Leeds Headingley,2022-10-19 02:53:37.218490
Good meal but a bit overpriced.,3,Birmingham Edgbaston,2022-10-19 02:53:37.218490
"Average experience, nothing to write home about.",2,Birmingham Solihull,2022-10-19 02:53:37.218490
"Decent food, but the service was lacking.",3,Cardiff City Centre,2022-10-20 02:53:37.218490
"Average experience, nothing to write home about.",4,London Canary Wharf,2022-10-20 02:53:37.218490
"Service was slow, but the food was decent.",3,Glasgow West End,2022-10-20 02:53:37.218490
Good meal but a bit overpriced.,2,Glasgow West End,2022-10-20 02:53:37.218490
"Average experience, nothing to write home about.",3,Liverpool City Centre,2022-10-20 02:53:37.218490
"Average experience, nothing to write home about.",3,Bristol City Centre,2022-10-21 02:53:37.218490
"Decent food, but the service was lacking.",2,Birmingham Edgbaston,2022-10-21 02:53:37.218490
"Service was slow, but the food was decent.",3,London Hackney,2022-10-21 02:53:37.218490
"Decent food, but the service was lacking.",3,Sheffield Ecclesall Road,2022-10-21 02:53:37.218490
"Service was slow, but the food was decent.",3,London Camden,2022-10-21 02:53:37.218490
"Decent food, but the service was lacking.",4,London Chelsea,2022-10-22 02:53:37.218490
"Service was slow, but the food was decent.",2,London Hackney,2022-10-22 02:53:37.218490
Good meal but a bit overpriced.,4,Birmingham City Centre,2022-10-22 02:53:37.218490
"Average experience, nothing to write home about.",2,Birmingham City Centre,2022-10-22 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,London Hackney,2022-10-22 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,London Chelsea,2022-10-22 02:53:37.218490
"Average experience, nothing to write home about.",2,London Canary Wharf,2022-10-23 02:53:37.218490
"Average experience, nothing to write home about.",4,Cardiff City Centre,2022-10-23 02:53:37.218490
"Decent food, but the service was lacking.",3,Edinburgh Old Town,2022-10-23 02:53:37.218490
"Service was slow, but the food was decent.",4,Cardiff Bay,2022-10-23 02:53:37.218490
"Service was slow, but the food was decent.",4,Liverpool Anfield,2022-10-24 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,Birmingham Edgbaston,2022-10-24 02:53:37.218490
Good meal but a bit overpriced.,3,Birmingham Solihull,2022-10-24 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,London Hackney,2022-10-25 02:53:37.218490
Good meal but a bit overpriced.,4,London Canary Wharf,2022-10-25 02:53:37.218490
"Decent food, but the service was lacking.",2,London Camden,2022-10-25 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,London Chelsea,2022-10-25 02:53:37.218490
"Average experience, nothing to write home about.",4,London Camden,2022-10-25 02:53:37.218490
Good meal but a bit overpriced.,3,Liverpool Anfield,2022-10-26 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,London Soho,2022-10-26 02:53:37.218490
Good meal but a bit overpriced.,4,London Camden,2022-10-26 02:53:37.218490
"Food was okay, but the place was quite dirty.",4,Manchester Didsbury,2022-10-26 02:53:37.218490
Good meal but a bit overpriced.,3,Glasgow West End,2022-10-26 02:53:37.218490
"Decent food, but the service was lacking.",3,London Camden,2022-10-26 02:53:37.218490
"Service was slow, but the food was decent.",2,Birmingham City Centre,2022-10-26 02:53:37.218490
"Decent food, but the service was lacking.",4,London Hackney,2022-10-26 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Manchester Didsbury,2022-10-27 02:53:37.218490
"Average experience, nothing to write home about.",2,Glasgow City Centre,2022-10-27 02:53:37.218490
"Service was slow, but the food was decent.",2,London Canary Wharf,2022-10-27 02:53:37.218490
"Average experience, nothing to write home about.",3,Birmingham City Centre,2022-10-27 02:53:37.218490
Good meal but a bit overpriced.,3,Bristol Clifton,2022-10-28 02:53:37.218490
"Average experience, nothing to write home about.",3,Liverpool City Centre,2022-10-28 02:53:37.218490
Good meal but a bit overpriced.,4,Birmingham Edgbaston,2022-10-28 02:53:37.218490
"Service was slow, but the food was decent.",3,London Soho,2022-10-28 02:53:37.218490
"Food was okay, but the place was quite dirty.",4,London Camden,2022-10-28 02:53:37.218490
"Service was slow, but the food was decent.",4,Manchester Salford,2022-10-28 02:53:37.218490
"Service was slow, but the food was decent.",3,Manchester Central,2022-10-29 02:53:37.218490
"Service was slow, but the food was decent.",3,London Canary Wharf,2022-10-29 02:53:37.218490
"Service was slow, but the food was decent.",4,London Canary Wharf,2022-10-29 02:53:37.218490
"Decent food, but the service was lacking.",2,Edinburgh Old Town,2022-10-29 02:53:37.218490
"Decent food, but the service was lacking.",2,Bristol City Centre,2022-10-29 02:53:37.218490
"Food was okay, but the place was quite dirty.",4,Bristol City Centre,2022-10-29 02:53:37.218490
"Average experience, nothing to write home about.",2,Edinburgh Old Town,2022-10-29 02:53:37.218490
Good meal but a bit overpriced.,3,London Soho,2022-10-30 02:53:37.218490
"Service was slow, but the food was decent.",3,Birmingham Solihull,2022-10-30 02:53:37.218490
"Decent food, but the service was lacking.",4,Cardiff City Centre,2022-10-30 02:53:37.218490
"Service was slow, but the food was decent.",3,Birmingham Solihull,2022-10-30 02:53:37.218490
"Decent food, but the service was lacking.",4,London Camden,2022-10-30 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Birmingham City Centre,2022-10-31 02:53:37.218490
"Service was slow, but the food was decent.",3,London Camden,2022-10-31 02:53:37.218490
"Average experience, nothing to write home about.",4,London Camden,2022-10-31 02:53:37.218490
"Decent food, but the service was lacking.",4,London Chelsea,2022-10-31 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Glasgow City Centre,2022-11-01 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Birmingham Edgbaston,2022-11-01 02:53:37.218490
"Food was okay, but the place was quite dirty.",4,London Soho,2022-11-01 02:53:37.218490
Good meal but a bit overpriced.,4,Edinburgh Old Town,2022-11-01 02:53:37.218490
"Service was slow, but the food was decent.",4,Cardiff City Centre,2022-11-02 02:53:37.218490
"Service was slow, but the food was decent.",3,Birmingham City Centre,2022-11-02 02:53:37.218490
"Average experience, nothing to write home about.",2,Sheffield Ecclesall Road,2022-11-02 02:53:37.218490
Good meal but a bit overpriced.,2,Cardiff Bay,2022-11-02 02:53:37.218490
"Average experience, nothing to write home about.",3,London Canary Wharf,2022-11-02 02:53:37.218490
"Food was okay, but the place was quite dirty.",2,Liverpool City Centre,2022-11-02 02:53:37.218490
"Service was slow, but the food was decent.",2,Sheffield Ecclesall Road,2022-11-02 02:53:37.218490
Good meal but a bit overpriced.,3,Sheffield Ecclesall Road,2022-11-03 02:53:37.218490
Good meal but a bit overpriced.,3,Manchester Central,2022-11-03 02:53:37.218490
"Food was okay, but the place was quite dirty.",3,Edinburgh New Town,2022-11-03 02:53:37.218490
"Decent food, but the service was lacking.",4,Liverpool City Centre,2022-11-03 02:53:37.218490
"Average experience, nothing to write home about.",3,Bristol City Centre,2022-11-04 02:53:37.218490
Good meal but a bit overpriced.,2,Sheffield City Centre,2022-11-04 02:53:37.218490
"Decent food, but the service was lacking.",3,Manchester Didsbury,2022-11-04 02:53:37.218490
