Review Text,Review Stars,Location,DateTime
Delicious meals and very clean environment.,4,Sheffield Ecclesall Road,2023-08-22 02:24:00.048415
Fantastic food and great service!,5,Liverpool City Centre,2023-08-22 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Cardiff City Centre,2023-08-22 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Chelsea,2023-08-22 02:24:00.048415
"Average experience, not bad but not great.",3,Birmingham Solihull,2023-08-22 02:24:00.048415
"Mediocre food, acceptable for a quick meal.",3,Cardiff City Centre,2023-08-22 02:24:00.048415
"Amazing experience, highly recommend.",4,Birmingham City Centre,2023-08-22 02:24:00.048415
Delicious meals and very clean environment.,4,Birmingham Solihull,2023-08-22 02:24:00.048415
Rude staff and long waiting times.,2,Birmingham City Centre,2023-08-22 02:24:00.048415
Delicious meals and very clean environment.,5,London Camden,2023-08-22 02:24:00.048415
Delicious meals and very clean environment.,5,Glasgow West End,2023-08-22 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Leeds City Centre,2023-08-22 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Liverpool Anfield,2023-08-23 02:24:00.048415
"Awful place, would not recommend.",2,Birmingham Solihull,2023-08-23 02:24:00.048415
"Average experience, not bad but not great.",3,Edinburgh Old Town,2023-08-23 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Edinburgh Old Town,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",5,Cardiff City Centre,2023-08-23 02:24:00.048415
"It was alright, the service could be better.",3,Manchester Salford,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",5,London Camden,2023-08-23 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Hackney,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",5,London Camden,2023-08-23 02:24:00.048415
Delicious meals and very clean environment.,4,London Hackney,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",4,Sheffield City Centre,2023-08-23 02:24:00.048415
"Very disappointing experience, will not return.",2,Birmingham Solihull,2023-08-23 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Leeds City Centre,2023-08-23 02:24:00.048415
"Poor quality food, waste of money.",2,Bristol Clifton,2023-08-23 02:24:00.048415
Fantastic food and great service!,5,Manchester Didsbury,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",4,London Chelsea,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",5,Manchester Central,2023-08-23 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Edinburgh New Town,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",5,London Camden,2023-08-23 02:24:00.048415
"Amazing experience, highly recommend.",5,London Soho,2023-08-23 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Camden,2023-08-24 02:24:00.048415
"Amazing experience, highly recommend.",5,Cardiff Bay,2023-08-24 02:24:00.048415
Delicious meals and very clean environment.,4,Cardiff Bay,2023-08-24 02:24:00.048415
Fantastic food and great service!,5,Manchester Central,2023-08-24 02:24:00.048415
Fantastic food and great service!,4,Glasgow City Centre,2023-08-24 02:24:00.048415
"Amazing experience, highly recommend.",5,London Soho,2023-08-24 02:24:00.048415
Fantastic food and great service!,4,Manchester Central,2023-08-24 02:24:00.048415
"Very disappointing experience, will not return.",1,London Soho,2023-08-24 02:24:00.048415
Terrible service and cold food.,1,London Chelsea,2023-08-24 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Cardiff Bay,2023-08-24 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Cardiff Bay,2023-08-24 02:24:00.048415
"Mediocre food, acceptable for a quick meal.",3,London Canary Wharf,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Leeds City Centre,2023-08-25 02:24:00.048415
Delicious meals and very clean environment.,4,London Chelsea,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Sheffield Ecclesall Road,2023-08-25 02:24:00.048415
"Poor quality food, waste of money.",1,London Soho,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Edinburgh New Town,2023-08-25 02:24:00.048415
"Awful place, would not recommend.",1,London Hackney,2023-08-25 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2023-08-25 02:24:00.048415
Rude staff and long waiting times.,1,Manchester Central,2023-08-25 02:24:00.048415
"Very disappointing experience, will not return.",2,London Chelsea,2023-08-25 02:24:00.048415
"Food was okay, nothing special.",3,Birmingham Solihull,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Cardiff Bay,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Hackney,2023-08-25 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Cardiff City Centre,2023-08-25 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham Edgbaston,2023-08-25 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Soho,2023-08-26 02:24:00.048415
Delicious meals and very clean environment.,5,Liverpool Anfield,2023-08-26 02:24:00.048415
"Average experience, not bad but not great.",3,Manchester Central,2023-08-26 02:24:00.048415
"Poor quality food, waste of money.",2,Bristol City Centre,2023-08-26 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Hackney,2023-08-26 02:24:00.048415
"Decent place, but I've had better.",3,Sheffield City Centre,2023-08-26 02:24:00.048415
"Amazing experience, highly recommend.",4,London Camden,2023-08-26 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Birmingham Edgbaston,2023-08-26 02:24:00.048415
"Amazing experience, highly recommend.",5,Bristol City Centre,2023-08-26 02:24:00.048415
"Amazing experience, highly recommend.",5,London Canary Wharf,2023-08-26 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Didsbury,2023-08-26 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Cardiff Bay,2023-08-26 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Bristol Clifton,2023-08-26 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Manchester Salford,2023-08-26 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Soho,2023-08-26 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Bristol City Centre,2023-08-26 02:24:00.048415
Terrible service and cold food.,1,London Chelsea,2023-08-26 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Salford,2023-08-26 02:24:00.048415
"Amazing experience, highly recommend.",5,London Hackney,2023-08-27 02:24:00.048415
Delicious meals and very clean environment.,5,Cardiff Bay,2023-08-27 02:24:00.048415
"Food was okay, nothing special.",3,London Hackney,2023-08-27 02:24:00.048415
"Awful place, would not recommend.",2,Cardiff City Centre,2023-08-27 02:24:00.048415
Delicious meals and very clean environment.,5,London Chelsea,2023-08-27 02:24:00.048415
"Poor quality food, waste of money.",1,Birmingham City Centre,2023-08-27 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Salford,2023-08-27 02:24:00.048415
"Poor quality food, waste of money.",2,London Canary Wharf,2023-08-27 02:24:00.048415
"Awful place, would not recommend.",1,Birmingham Edgbaston,2023-08-27 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Bristol City Centre,2023-08-27 02:24:00.048415
Fantastic food and great service!,5,Birmingham City Centre,2023-08-27 02:24:00.048415
Fantastic food and great service!,4,London Chelsea,2023-08-27 02:24:00.048415
"It was alright, the service could be better.",3,London Soho,2023-08-27 02:24:00.048415
Rude staff and long waiting times.,1,London Chelsea,2023-08-27 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Central,2023-08-28 02:24:00.048415
Delicious meals and very clean environment.,4,London Canary Wharf,2023-08-28 02:24:00.048415
Terrible service and cold food.,1,London Hackney,2023-08-28 02:24:00.048415
Delicious meals and very clean environment.,5,London Camden,2023-08-28 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Glasgow West End,2023-08-28 02:24:00.048415
"Food was okay, nothing special.",3,London Chelsea,2023-08-28 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Hackney,2023-08-28 02:24:00.048415
Terrible service and cold food.,1,Manchester Salford,2023-08-28 02:24:00.048415
Delicious meals and very clean environment.,4,Leeds City Centre,2023-08-28 02:24:00.048415
Terrible service and cold food.,2,Birmingham Solihull,2023-08-28 02:24:00.048415
"Decent place, but I've had better.",3,London Hackney,2023-08-29 02:24:00.048415
"Food was okay, nothing special.",3,Birmingham Solihull,2023-08-29 02:24:00.048415
"Amazing experience, highly recommend.",5,Manchester Central,2023-08-29 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Bristol City Centre,2023-08-29 02:24:00.048415
Fantastic food and great service!,4,Glasgow West End,2023-08-29 02:24:00.048415
"Very disappointing experience, will not return.",1,Birmingham Solihull,2023-08-29 02:24:00.048415
"Awful place, would not recommend.",2,Leeds Headingley,2023-08-29 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Hackney,2023-08-29 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Salford,2023-08-29 02:24:00.048415
Rude staff and long waiting times.,1,Glasgow West End,2023-08-29 02:24:00.048415
"Amazing experience, highly recommend.",5,London Camden,2023-08-29 02:24:00.048415
Fantastic food and great service!,5,Birmingham City Centre,2023-08-29 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Canary Wharf,2023-08-29 02:24:00.048415
Fantastic food and great service!,5,Birmingham Solihull,2023-08-29 02:24:00.048415
Fantastic food and great service!,4,London Chelsea,2023-08-29 02:24:00.048415
"Very disappointing experience, will not return.",2,London Chelsea,2023-08-29 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Chelsea,2023-08-29 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Central,2023-08-29 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,London Chelsea,2023-08-29 02:24:00.048415
"Loved the burgers here, will definitely come back.",4,Glasgow City Centre,2023-08-29 02:24:00.048415
"Amazing experience, highly recommend.",5,London Soho,2023-08-30 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,Liverpool Anfield,2023-08-30 02:24:00.048415
"Average experience, not bad but not great.",3,Bristol Clifton,2023-08-30 02:24:00.048415
Delicious meals and very clean environment.,5,Cardiff City Centre,2023-08-30 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham Solihull,2023-08-30 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Soho,2023-08-30 02:24:00.048415
Delicious meals and very clean environment.,5,Birmingham City Centre,2023-08-30 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Camden,2023-08-30 02:24:00.048415
Fantastic food and great service!,4,Birmingham Edgbaston,2023-08-30 02:24:00.048415
"Average experience, not bad but not great.",3,London Hackney,2023-08-30 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Manchester Didsbury,2023-08-30 02:24:00.048415
"Amazing experience, highly recommend.",5,Birmingham City Centre,2023-08-30 02:24:00.048415
Fantastic food and great service!,5,Bristol Clifton,2023-08-30 02:24:00.048415
"Very disappointing experience, will not return.",2,Leeds City Centre,2023-08-30 02:24:00.048415
Fantastic food and great service!,5,London Canary Wharf,2023-08-31 02:24:00.048415
Delicious meals and very clean environment.,4,London Hackney,2023-08-31 02:24:00.048415
"Amazing experience, highly recommend.",4,London Chelsea,2023-08-31 02:24:00.048415
"Great place for a quick bite, friendly staff.",4,London Hackney,2023-08-31 02:24:00.048415
"Poor quality food, waste of money.",2,Bristol City Centre,2023-08-31 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Manchester Central,2023-08-31 02:24:00.048415
Delicious meals and very clean environment.,4,London Chelsea,2023-08-31 02:24:00.048415
"Very disappointing experience, will not return.",1,London Hackney,2023-08-31 02:24:00.048415
"Amazing experience, highly recommend.",4,Leeds City Centre,2023-08-31 02:24:00.048415
"Poor quality food, waste of money.",2,Manchester Central,2023-08-31 02:24:00.048415
"Very disappointing experience, will not return.",1,London Canary Wharf,2023-08-31 02:24:00.048415
"Very disappointing experience, will not return.",2,Bristol Clifton,2023-09-01 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Edinburgh New Town,2023-09-01 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,Leeds City Centre,2023-09-01 02:24:00.048415
"Amazing experience, highly recommend.",5,London Soho,2023-09-01 02:24:00.048415
"Amazing experience, highly recommend.",4,London Chelsea,2023-09-01 02:24:00.048415
Fantastic food and great service!,5,London Canary Wharf,2023-09-01 02:24:00.048415
"Poor quality food, waste of money.",1,Birmingham Edgbaston,2023-09-01 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,Bristol Clifton,2023-09-01 02:24:00.048415
"Great place for a quick bite, friendly staff.",5,London Chelsea,2023-09-01 02:24:00.048415
"Awful place, would not recommend.",1,London Canary Wharf,2023-09-01 02:24:00.048415
"Loved the burgers here, will definitely come back.",5,London Chelsea,2023-09-01 02:24:00.048415
Rude staff and long waiting times.,1,London Hackney,2023-09-01 02:24:00.048415
"Amazing experience, highly recommend.",5,Bristol City Centre,2023-09-01 02:24:00.048415
"Mediocre food, acceptable for a quick meal.",3,London Canary Wharf,2023-09-01 02:24:00.048415
Delicious meals and very clean environment.,4,Liverpool City Centre,2023-09-01 02:24:00.048415
Delicious meals and very clean environment.,4,Cardiff City Centre,2023-09-01 02:24:00.048415
Delicious meals and very clean environment.,5,Manchester Central,2023-09-01 02:24:00.048415
